episode,endured_step,shaped_return,success,actor_loss,critic_loss
1,12,0.08102358877658844,0,-0.020552312955260277,0.00043738121166825294
2,11,0.0759931355714798,0,-0.020809900015592575,0.005688863806426525
3,15,0.08593326061964035,0,-0.016902178525924683,9.91082561085932e-05
4,13,0.08142520487308502,0,-0.04799908772110939,0.001292022760026157
5,32,0.21124188601970673,0,-0.004858925938606262,0.00336631597019732
6,29,0.21504226326942444,0,0.004442218225449324,0.004101948346942663
7,29,0.2018522024154663,0,-0.008900909684598446,0.004043831955641508
8,37,0.3064652383327484,0,0.012794784270226955,0.009329680353403091
9,31,0.21428129076957703,0,-0.007525166030973196,0.0037003697361797094
10,44,0.37844279408454895,0,-0.02852584607899189,0.012400426901876926
11,41,0.3073015809059143,0,0.026070978492498398,0.005981625989079475
12,15,0.08484847098588943,0,-0.01009100116789341,0.0019014411373063922
13,23,0.18056344985961914,0,0.004100307356566191,0.0014617450069636106
14,29,0.24084345996379852,0,-0.0037078014574944973,0.0019390445668250322
15,13,0.07676474004983902,0,-0.06211266294121742,0.003124311100691557
16,29,0.23099389672279358,0,0.01036292128264904,0.0025787579361349344
17,23,0.18221110105514526,0,-0.027805620804429054,0.0017241134773939848
18,21,0.1213819682598114,0,-0.013598788529634476,0.005565808154642582
19,12,0.07567539066076279,0,0.0474761538207531,0.003126074792817235
20,12,0.06313638389110565,0,-0.11860641092061996,0.0038445547688752413
21,51,0.44009989500045776,0,-0.0006739064701832831,0.007348165847361088
22,33,0.23454345762729645,0,-0.028609484434127808,0.007566638290882111
23,32,0.22101493179798126,0,-0.022563748061656952,0.003656637854874134
24,44,0.25134050846099854,0,-0.006520222406834364,0.006533456966280937
25,38,0.3077690899372101,0,-0.019806191325187683,0.0025663150008767843
26,50,0.37568527460098267,0,0.0038285451009869576,0.00699840672314167
27,79,0.6564310789108276,0,-0.00782710686326027,0.019262857735157013
28,52,0.359817236661911,0,0.00832610484212637,0.005019614938646555
29,33,0.2313830405473709,0,-0.012206883169710636,0.003944585099816322
30,38,0.2895175516605377,0,0.011332075111567974,0.0032641259022057056
31,131,1.1602402925491333,0,0.0015295252669602633,0.05834119766950607
32,27,0.1981932520866394,0,-0.003768137190490961,0.004886775277554989
33,109,0.9467272162437439,0,-0.036535363644361496,0.03916338458657265
34,55,0.4323117434978485,0,0.011091967113316059,0.006019213702529669
35,32,0.24867498874664307,0,-0.01294286735355854,0.003951904363930225
36,18,0.12059352546930313,0,0.00838734395802021,0.007050410844385624
37,55,0.38845792412757874,0,-0.0057816775515675545,0.00629195524379611
38,20,0.14207634329795837,0,-0.0787348523736,0.006057648919522762
39,199,1.5263302326202393,0,-0.007883266545832157,0.0519280806183815
40,78,0.6569974422454834,0,-0.015210423618555069,0.012736618518829346
41,30,0.2258950173854828,0,-0.027199991047382355,0.009560693986713886
42,58,0.49744555354118347,0,-0.0859581008553505,0.009263631887733936
43,71,0.5010427236557007,0,-0.0023609499912708998,0.007821970619261265
44,57,0.3699563443660736,0,0.059876758605241776,0.005854215007275343
45,14,0.0752393901348114,0,-0.04282551258802414,0.008552012033760548
46,28,0.1505708247423172,0,0.039518922567367554,0.008071662858128548
47,48,0.4143229126930237,0,-0.039294738322496414,0.004597660154104233
48,44,0.33736085891723633,0,-0.011221668682992458,0.004395891912281513
49,65,0.43446412682533264,0,0.0005194664117880166,0.007622978650033474
50,65,0.4487197995185852,0,0.03779957816004753,0.006766699254512787
51,36,0.17396968603134155,0,0.05522017180919647,0.009553085081279278
52,35,0.23731699585914612,0,0.004493325017392635,0.008867952972650528
53,30,0.2167133390903473,0,-0.04682476446032524,0.0013237370876595378
54,43,0.3192109763622284,0,-0.027465764433145523,0.005190480034798384
55,42,0.3388676941394806,0,-0.0004889369010925293,0.006583007518202066
56,22,0.12052682787179947,0,-0.03453821316361427,0.00114993576426059
57,67,0.5615723729133606,0,-0.045450594276189804,0.017221689224243164
58,23,0.13141487538814545,0,-0.003424367168918252,0.004112135618925095
59,37,0.1887059211730957,0,0.03842686116695404,0.001859335694462061
60,113,0.9674160480499268,0,-0.009612029418349266,0.05601675808429718
61,46,0.3226684331893921,0,-0.012681743130087852,0.005535876844078302
62,77,0.6448531746864319,0,-0.004844750743359327,0.023514503613114357
63,30,0.16651827096939087,0,0.04208861663937569,0.0029902865644544363
64,43,0.27813848853111267,0,0.01178650837391615,0.0031031393446028233
65,23,0.14996832609176636,0,0.02047075890004635,0.0031284389551728964
66,157,1.4218776226043701,0,0.007932562381029129,0.08469220995903015
67,16,0.09965004026889801,0,-0.11424607038497925,0.003616537433117628
68,82,0.700132429599762,0,-0.0185030959546566,0.020376071333885193
69,39,0.20531535148620605,0,0.04786909744143486,0.0031861986499279737
70,60,0.42760971188545227,0,0.0015810824697837234,0.006371049210429192
71,68,0.4224938452243805,0,-0.011218251660466194,0.004295920953154564
72,20,0.13642820715904236,0,-0.2565706670284271,0.005152469035238028
73,70,0.5741397738456726,0,-0.0032861041836440563,0.009793497622013092
74,162,1.4742742776870728,0,0.00016622630937490612,0.062331683933734894
75,54,0.38197970390319824,0,-0.01240464299917221,0.006973001174628735
76,55,0.35801488161087036,0,0.028445150703191757,0.006748193874955177
77,35,0.2461736500263214,0,-0.05950170382857323,0.00994060467928648
78,52,0.4568706452846527,0,-0.10325987637042999,0.004684759303927422
79,64,0.48937469720840454,0,-0.037255387753248215,0.007122159469872713
80,75,0.5535416603088379,0,0.02220085635781288,0.006389572285115719
81,45,0.33808961510658264,0,-0.005972845014184713,0.009088155813515186
82,92,0.683771014213562,0,-0.0023803776130080223,0.010559114627540112
83,106,0.8015053272247314,0,0.029146144166588783,0.018931930884718895
84,96,0.8564635515213013,0,-0.02448664791882038,0.021679483354091644
85,57,0.4162205159664154,0,-0.0030013928189873695,0.008992976509034634
86,77,0.5136598348617554,0,0.01261273492127657,0.004643109627068043
87,36,0.2545587122440338,0,0.010566582903265953,0.013447210192680359
88,136,1.1550774574279785,0,-0.005632339045405388,0.03463398292660713
89,113,0.9640719890594482,0,0.01544152945280075,0.02153790555894375
90,227,1.9380406141281128,0,0.0018690525321289897,0.06123190000653267
91,44,0.32255232334136963,0,-0.009521258994936943,0.008438552729785442
92,56,0.34725481271743774,0,0.033656902611255646,0.006689992267638445
93,82,0.5199748873710632,0,0.03252476453781128,0.0117269242182374
94,117,1.0212584733963013,0,-0.020909665152430534,0.023817099630832672
95,204,1.470082402229309,0,0.028303807601332664,0.023173267021775246
96,66,0.5033100247383118,0,-0.012940256856381893,0.004593949764966965
97,36,0.25542083382606506,0,-0.04613102972507477,0.014454405754804611
98,138,1.0116360187530518,0,0.0015597239835187793,0.015862727537751198
99,106,0.7872623205184937,0,-0.03523422032594681,0.0071489401161670685
100,61,0.40787672996520996,0,-0.0062255277298390865,0.007003210950642824
101,41,0.2566426694393158,0,0.0037830444052815437,0.010778932832181454
102,22,0.13995647430419922,0,-0.15435965359210968,0.01791592501103878
103,41,0.3103257417678833,0,-0.07645764201879501,0.00967932678759098
104,110,0.850435733795166,0,0.024405479431152344,0.03162553161382675
105,47,0.3344959616661072,0,-0.005599498748779297,0.0043695783242583275
106,22,0.1326977163553238,0,-0.06299824267625809,0.032791826874017715
107,124,0.9821725487709045,0,-0.007785035762935877,0.022600844502449036
108,70,0.4391205608844757,0,0.004581483080983162,0.0020343330688774586
109,104,0.8621914982795715,0,-0.08374413102865219,0.02211211808025837
110,177,1.5168370008468628,0,-0.01700979471206665,0.052405185997486115
111,95,0.7534481883049011,0,-0.017673727124929428,0.021298198029398918
112,156,1.223968744277954,0,0.009269996546208858,0.058441027998924255
113,41,0.18377715349197388,0,0.04471207782626152,0.03225937485694885
114,107,0.9429272413253784,0,-0.027624523267149925,0.02877461537718773
115,73,0.41672706604003906,0,0.0552816204726696,0.023987693712115288
116,196,1.7337034940719604,0,-0.030444039031863213,0.07755181938409805
117,93,0.7468704581260681,0,-0.023832954466342926,0.01670912280678749
118,57,0.3877553343772888,0,-0.01778412237763405,0.020257996395230293
119,193,1.6640031337738037,0,-0.020723313093185425,0.05874817445874214
120,66,0.5032733082771301,0,-0.030671384185552597,0.016918953508138657
121,139,1.135366678237915,0,-0.033556342124938965,0.025972483679652214
122,135,1.2500734329223633,0,-0.0721515491604805,0.03526673838496208
123,78,0.4972043037414551,0,0.026791810989379883,0.012978291139006615
124,69,0.5086828470230103,0,-0.009457857348024845,0.02063891477882862
125,75,0.5055252313613892,0,0.024624567478895187,0.010402635671198368
126,143,1.1880173683166504,0,-0.007678138557821512,0.025442177429795265
127,81,0.6905514597892761,0,0.0054383426904678345,0.021094946190714836
128,173,1.5484744310379028,0,-0.023161888122558594,0.04289865866303444
129,161,1.2183897495269775,0,-0.0034442422911524773,0.012278339825570583
130,80,0.5986838936805725,0,-0.0014834903413429856,0.013258146122097969
131,243,2.260490894317627,0,-0.023471809923648834,0.07393764704465866
132,62,0.2779250741004944,0,-0.004151515197008848,0.0375676266849041
133,200,1.6649264097213745,0,-0.006154518108814955,0.03943800553679466
134,26,0.17120841145515442,0,-0.014242053031921387,0.047068316489458084
135,35,0.2857387065887451,0,-0.26752233505249023,0.03003292717039585
136,181,1.6330775022506714,0,-0.03470344468951225,0.03826199099421501
137,190,1.7668616771697998,0,-0.041153356432914734,0.039030324667692184
138,140,1.1642405986785889,0,-0.037166159600019455,0.011818971484899521
139,119,0.9269126653671265,0,-0.015452775172889233,0.0031067123636603355
140,81,0.6840614080429077,0,-0.04727831110358238,0.017416171729564667
141,44,0.23854029178619385,0,0.05056660994887352,0.05196354538202286
142,162,1.3385316133499146,0,-0.019352372735738754,0.016695691272616386
143,71,0.5831581354141235,0,-0.05661870539188385,0.017518425360322
144,149,1.232398509979248,0,-0.013665778562426567,0.014935016632080078
145,184,1.5658833980560303,0,0.0008017491782084107,0.02792196348309517
146,124,1.0553264617919922,0,0.0073755523189902306,0.021901549771428108
147,104,0.724326491355896,0,-0.020033834502100945,0.025578366592526436
148,188,1.6196887493133545,0,-0.0074287233874201775,0.029213912785053253
149,197,1.7178581953048706,0,-0.02901121787726879,0.039270322769880295
150,159,1.3335763216018677,0,-0.013364926911890507,0.026536380872130394
151,68,0.46155446767807007,0,0.0026960819959640503,0.028017893433570862
152,288,2.54888916015625,0,-0.020225143060088158,0.059523701667785645
153,166,1.1610465049743652,0,-0.009906434454023838,0.008464343845844269
154,134,1.089429259300232,0,0.006604480091482401,0.019598338752985
155,91,0.7865041494369507,0,-0.07647199183702469,0.017927680164575577
156,70,0.5802724361419678,0,-0.049076929688453674,0.023091929033398628
157,233,1.4356334209442139,0,-0.007157462649047375,0.011264637112617493
158,100,0.7689276337623596,0,0.01138799637556076,0.01681644469499588
159,33,0.2241908609867096,0,-0.032706692814826965,0.039834920316934586
160,193,1.472157597541809,0,-0.03773593530058861,0.016856936737895012
161,39,0.2923600673675537,0,-0.07338745146989822,0.03231741487979889
162,75,0.5367093086242676,0,-0.02551962062716484,0.022356409579515457
163,154,1.3026556968688965,0,0.001457132282666862,0.023524535819888115
164,183,1.4875751733779907,0,-0.010687915608286858,0.03477862477302551
165,263,2.2813031673431396,0,0.013260847888886929,0.06756483018398285
166,172,1.385979175567627,0,0.029168708249926567,0.027844540774822235
167,138,1.0503545999526978,0,-0.008153913542628288,0.015292893163859844
168,158,1.3344945907592773,0,-0.005346833728253841,0.020204197615385056
169,267,2.1704142093658447,0,0.010638297535479069,0.047920528799295425
170,219,1.9284858703613281,0,0.004564452450722456,0.04852085933089256
171,116,1.0561213493347168,0,-0.03279513493180275,0.021683035418391228
172,178,1.610844612121582,0,-0.018056595697999,0.030416885390877724
173,201,1.7412083148956299,0,-0.002325576264411211,0.025469988584518433
174,63,0.3941616117954254,0,-0.05398000776767731,0.0313388966023922
175,133,1.09549081325531,0,0.015686189755797386,0.029931053519248962
176,223,1.7698578834533691,0,0.007900973781943321,0.02161363512277603
177,428,3.762641668319702,0,-0.030184445902705193,0.0576629713177681
178,112,0.8960784077644348,0,0.004815756343305111,0.010105029679834843
179,114,0.8983678817749023,0,-0.04712098464369774,0.022493476048111916
180,104,0.8531140089035034,0,-0.008054425939917564,0.02829742804169655
181,151,1.2375773191452026,0,-0.005579117685556412,0.01527167297899723
182,375,3.041295289993286,0,-0.015553317032754421,0.03011356107890606
183,142,1.1715223789215088,0,-0.06063638627529144,0.014768533408641815
184,196,1.7835679054260254,0,-0.03248221054673195,0.028269020840525627
185,250,2.171435832977295,0,-0.0033522865269333124,0.02750689908862114
186,133,0.9017487168312073,0,-0.008943806402385235,0.01612667180597782
187,197,1.811413049697876,0,-0.011222589761018753,0.016818348318338394
188,104,0.7953965663909912,0,-0.07938750833272934,0.017257651314139366
189,152,1.2242436408996582,0,-0.04301203787326813,0.0046460325829684734
190,126,1.077639102935791,0,-0.09499551355838776,0.008327043615281582
